id,ra,dec,release,brickid,objid,type,pstar,gmmcomp,z,e_zphot,fclean,fqual,catalog,impact_kpc
8001643194002766,315.13289052063,72.035767119106,8001,643194,2766,EXP,0.023,D3,0.46,0.057,1,1,VII/292/north,32.32766345999052
8001643194002767,315.127411649987,72.035547631333,8001,643194,2767,EXP,0.023,D3,0.46,0.057,1,1,VII/292/north,38.1636287042571
