id,ra,dec,z_helio,z_helio_err,z_pec,z_pec_err,z_cmb,z_cmb_err,d_L,d_L_err,z,z_phot_err,z_best_err,M_B,M_B_err,M_K,M_K_err,M_star,M_star_err,p_pec,z_prior,p_lum,p_vol,catalog,impact_kpc,gmag,imag,ps1_sep_arcsec
8001608240003189,310.203306540608,72.871077749005,,,,,0.04068,0.015,185.006,71.077,0.04068,0.015,0.015,-19.123,0.852,-22.753,0.856,9.507,0.342,0.927,0.04068,0.485,0.485,VII/291/glade,19.387532297120153,,,
8001608240003183,310.222728956972,72.868249826135,,,,,0.042735,0.015,194.707,71.597,0.042735,0.015,0.015,-18.243,0.835,-21.849,0.841,9.146,0.336,0.932,0.042735,0.485,0.485,VII/291/glade,24.088656608518928,,,
